Airport Code,Airport Name,Airline Name,Claim Type,Claim Site,Item Category,Close Amount,Disposition,var9
LAX,Los Angeles International Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,0,Deny,""
LAX,Los Angeles International Airport,Southwest Airlines,Property Damage,Checked Baggage,Clothing,39.5,Approve in Full,""
LAX,Los Angeles International Airport,Air New Zealand,Property Damage,Checked Baggage,Computer & Accessories,1023.4,Settle,""
LAX,Los Angeles International Airport,USAir,Property Damage,Checked Baggage,Toys & Games,100,Settle,""
LAX,Los Angeles International Airport,American Airlines,Passenger Property Loss,Checkpoint,Jewelry & Watches,0,Deny,""
LAX,Los Angeles International Airport,Delta Air Lines,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny,""
LAX,Los Angeles International Airport,American Airlines,Property Damage,Checked Baggage,Food & Drink,60,Approve in Full,""
LAX,Los Angeles International Airport,Delta Air Lines,Passenger Property Loss,Checkpoint,Personal Electronics,0,Deny,""
LAX,Los Angeles International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Clothing,120,Approve in Full,""
LAX,Los Angeles International Airport,Swiss Air,Passenger Property Loss,Checked Baggage,Jewelry & Watches,0,Deny,""
LAX,Los Angeles International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,37,Approve in Full,""
LAX,Los Angeles International Airport,Spirit Airlines,Passenger Property Loss,Checked Baggage,Travel Accessories,8.99,Approve in Full,""
LAX,Los Angeles International Airport,Southwest Airlines,Property Damage,Checkpoint,Personal Electronics,79.99,Approve in Full,""
LAX,Los Angeles International Airport,American Airlines,Property Damage,Checked Baggage,Other,0,Deny,""
LAX,Los Angeles International Airport,Delta Air Lines,Property Damage,Checked Baggage,Cameras,100,Settle,""
LAX,Los Angeles International Airport,American Airlines,Property Damage,Checked Baggage,Cosmetics & Grooming,0,Deny,""
LAX,Los Angeles International Airport,UAL,Passenger Property Loss,Checked Baggage,Other,0,Deny,""
LAX,Los Angeles International Airport,Delta Air Lines,Property Damage,Checkpoint,Personal Accessories,49.05,Approve in Full,""
LAX,Los Angeles International Airport,Aero Mexico,Passenger Property Loss,Checked Baggage,Other,0,Deny,""
LAX,Los Angeles International Airport,Delta Air Lines,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny,""
LAX,Los Angeles International Airport,Etihad Airways,Passenger Property Loss,Checked Baggage,Personal Electronics,0,Deny,""
LAX,Los Angeles International Airport,China Southern Airlines,Property Damage,Checkpoint,Other,0,Deny,""
LAX,Los Angeles International Airport,American Airlines,Property Damage,Checked Baggage,Other,0,Deny,""
LAX,Los Angeles International Airport,Delta Air Lines,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny,""
LAX,Los Angeles International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Clothing,25.13,Approve in Full,""
LAX,Los Angeles International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Clothing; Clothing; Cosmetics & Grooming; Cosmetics & Grooming; Food & Drink; Food & Drink; Medical/Science,0,Deny,""
LAX,Los Angeles International Airport,Southwest Airlines,Property Damage,Checkpoint,Computer & Accessories; Personal Electronics,270,Settle,""
LAX,Los Angeles International Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,Clothing,0,Deny,""
LAX,Los Angeles International Airport,American Airlines,Property Damage,Checkpoint,Computer & Accessories,813.95,Settle,""
LAX,Los Angeles International Airport,UAL,Passenger Property Loss,Checked Baggage,Clothing,0,Deny,""
LAX,Los Angeles International Airport,Southwest Airlines,Passenger Property Loss,Other,Personal Electronics,0,Deny,""
LAX,Los Angeles International Airport,American Airlines,Property Damage,Checkpoint,Personal Electronics,0,Deny,""
LAX,Los Angeles International Airport,Cathay Pacific  CX,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses; Clothing; Clothing,0,Deny,""
LAX,Los Angeles International Airport,V Australia,Property Damage,Checked Baggage,Books,0,Deny,""
LAX,Los Angeles International Airport,UAL,Property Damage,Checked Baggage,Clothing,0,Deny,""
LAX,Los Angeles International Airport,Westjet Airlines Ltd,Property Damage,Checkpoint,Travel Accessories,15,Approve in Full,""
LAX,Los Angeles International Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,Clothing,31,Settle,""
LAX,Los Angeles International Airport,Jet Blue,Passenger Property Loss,Checkpoint,Computer & Accessories,0,Deny,""
LAX,Los Angeles International Airport,Spirit Airlines,Passenger Property Loss,Checked Baggage,Jewelry & Watches,0,Deny,""
LAX,Los Angeles International Airport,Virgin Atlantic,Property Damage,Checked Baggage,Baggage/Cases/Purses; Clothing; Other,50,Settle,""
LAX,Los Angeles International Airport,Korean Airlines,Property Damage,Checkpoint,Personal Electronics,0,Deny,""
LAX,Los Angeles International Airport,Southwest Airlines,Property Damage,Checkpoint,Clothing,0,Deny,""
LAX,Los Angeles International Airport,Hawaiian Airlines,Passenger Property Loss,Checkpoint,Jewelry & Watches,0,Deny,""
LAX,Los Angeles International Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,Clothing,0,Deny,""
LAX,Los Angeles International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses; Cosmetics & Grooming; Medical/Science; Medical/Science,0,Deny,""
LAX,Los Angeles International Airport,Delta Air Lines,Passenger Property Loss,Checkpoint,Cosmetics & Grooming,0,Deny,""
LAX,Los Angeles International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses; Cosmetics & Grooming; Medical/Science; Other,0,Deny,""
LAX,Los Angeles International Airport,UAL,Passenger Property Loss,Checked Baggage,Travel Accessories,12.83,Approve in Full,""
LAX,Los Angeles International Airport,Jet Blue,Passenger Property Loss,Checked Baggage,Personal Accessories; Personal Electronics,0,Deny,""
LAX,Los Angeles International Airport,UAL,Property Damage,Checked Baggage,Cameras,0,Deny,""
LAX,Los Angeles International Airport,UAL,Property Damage,Checked Baggage,Personal Electronics,162.38,Settle,""
LAX,Los Angeles International Airport,Jet Blue,Passenger Property Loss,Checked Baggage,Clothing,0,Deny,""
LAX,Los Angeles International Airport,UAL,Passenger Property Loss,Checked Baggage,Travel Accessories,0,Deny,""
LAX,Los Angeles International Airport,UAL,Passenger Property Loss,Checked Baggage,Household Items,0,Deny,""
LAX,Los Angeles International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Currency,105,Settle,""
LAX,Los Angeles International Airport,American Airlines,Property Damage,Checkpoint,Jewelry & Watches,0,Deny,""
LAX,Los Angeles International Airport,American Airlines,Property Damage,Checked Baggage,Household Items,47.99,Approve in Full,""
LAX,Los Angeles International Airport,Spirit Airlines,Property Damage,Checked Baggage,Baggage/Cases/Purses; Clothing; Travel Accessories,0,Deny,""
LAX,Los Angeles International Airport,Air Canada,Passenger Property Loss,Checkpoint,Jewelry & Watches,0,Deny,""
LAX,Los Angeles International Airport,UAL,Passenger Property Loss,Checked Baggage,Travel Accessories,94,Approve in Full,""
LAX,Los Angeles International Airport,Virgin Atlantic,Property Damage,Checkpoint,Personal Electronics,150,Settle,""
LAX,Los Angeles International Airport,Delta Air Lines,Passenger Property Loss,Checkpoint,Personal Electronics,0,Deny,""
LAX,Los Angeles International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Other; Personal Electronics,0,Deny,""
LAX,Los Angeles International Airport,Virgin America,Property Damage,Checkpoint,Personal Electronics; Personal Electronics,0,Deny,""
LAX,Los Angeles International Airport,Alaska Airlines,Property Damage,Checkpoint,Home Decor,0,Deny,""
LAX,Los Angeles International Airport,Delta Air Lines,Property Damage,Checked Baggage,Cameras,0,Deny,""
LAX,Los Angeles International Airport,Alaska Airlines,Property Damage,Checked Baggage,Household Items,0,Deny,""
LAX,Los Angeles International Airport,Spirit Airlines,Property Damage,Checkpoint,Computer & Accessories,427.95,Settle,""
LAX,Los Angeles International Airport,USAir,Passenger Property Loss,Checkpoint,Personal Electronics,0,Deny,""
LAX,Los Angeles International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Personal Accessories,0,Deny,""
LAX,Los Angeles International Airport,Delta Air Lines,Property Damage,Checkpoint,Personal Electronics,130,Settle,""
LAX,Los Angeles International Airport,Southwest Airlines,Passenger Property Loss,Checkpoint,Cameras; Clothing; Jewelry & Watches; Other,0,Deny,""
LAX,Los Angeles International Airport,Delta Air Lines,Property Damage,Checkpoint,Other,19,Approve in Full,""
LAX,Los Angeles International Airport,Alaska Airlines,Passenger Property Loss,Checked Baggage,Food & Drink,0,Deny,""
LAX,Los Angeles International Airport,American Airlines,Property Damage,Checked Baggage,Cosmetics & Grooming,0,Deny,""
LAX,Los Angeles International Airport,Southwest Airlines,Property Damage,Checkpoint,Computer & Accessories,527.13,Approve in Full,""
LAX,Los Angeles International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses; Clothing,0,Deny,""
LAX,Los Angeles International Airport,Lufthansa,Passenger Property Loss,Checked Baggage,Clothing,0,Deny,""
LAX,Los Angeles International Airport,Jet Blue,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny,""
LAX,Los Angeles International Airport,Jet Blue,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny,""
LAX,Los Angeles International Airport,USAir,Passenger Property Loss,Checkpoint,Jewelry & Watches,0,Deny,""
LAX,Los Angeles International Airport,Southwest Airlines,Passenger Property Loss,Checkpoint,Cosmetics & Grooming,0,Deny,""
LAX,Los Angeles International Airport,UAL,Property Damage,Checked Baggage,Computer & Accessories,0,Deny,""
LAX,Los Angeles International Airport,Virgin America,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming; Medical/Science,0,Deny,""
LAX,Los Angeles International Airport,Southwest Airlines,Property Damage,Checked Baggage,Cameras,350,Approve in Full,""
LAX,Los Angeles International Airport,Delta Air Lines,Passenger Property Loss,Checkpoint,Cameras,0,Deny,""
LAX,Los Angeles International Airport,Delta Air Lines,Property Damage,Checkpoint,Personal Accessories,275,Settle,""
LAX,Los Angeles International Airport,Delta Air Lines,Passenger Property Loss,Checkpoint,Personal Accessories,49,Settle,""
LAX,Los Angeles International Airport,Alaska Airlines,Property Damage,Checked Baggage,Travel Accessories,13.95,Approve in Full,""
LAX,Los Angeles International Airport,Delta Air Lines,Property Damage,Checked Baggage,Musical Instruments & Accessories,206,Approve in Full,""
LAX,Los Angeles International Airport,Singapore Airlines,Passenger Property Loss,Checked Baggage,Audio/Video; Cosmetics & Grooming; Medical/Science; Other,0,Deny,""
LAX,Los Angeles International Airport,Transaero Airlines,Passenger Property Loss,Checked Baggage,Personal Electronics,0,Deny,""
LAX,Los Angeles International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Clothing; Food & Drink,0,Deny,""
LAX,Los Angeles International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Food & Drink,0,Deny,""
LAX,Los Angeles International Airport,Southwest Airlines,Passenger Property Loss,Checkpoint,Personal Electronics,0,Deny,""
LAX,Los Angeles International Airport,UAL,Passenger Property Loss,Checked Baggage,Clothing; Food & Drink,179.36,Approve in Full,""
LAX,Los Angeles International Airport,Jet Blue,Passenger Property Loss,Checked Baggage,Home Decor; Other; Other; Other; Other; Other,131.95,Approve in Full,""
LAX,Los Angeles International Airport,Delta Air Lines,Property Damage,Checkpoint,Sporting Equipment & Supplies,55.56,Approve in Full,""
LAX,Los Angeles International Airport,UAL,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny,""
LAX,Los Angeles International Airport,Alaska Airlines,Property Damage,Checkpoint,Baggage/Cases/Purses,50,Settle,""
LAX,Los Angeles International Airport,Aero Mexico,Passenger Property Loss,Checkpoint,Cosmetics & Grooming; Cosmetics & Grooming; Cosmetics & Grooming,309,Approve in Full,""
LAX,Los Angeles International Airport,Alaska Airlines,Property Damage,Checked Baggage,Sporting Equipment & Supplies,0,Deny,""
LAX,Los Angeles International Airport,USAir,Property Damage,Checked Baggage,Sporting Equipment & Supplies,201.94,Approve in Full,""
LAX,Los Angeles International Airport,Virgin America,Passenger Property Loss,Checked Baggage,Travel Accessories,0,Deny,""
LAX,Los Angeles International Airport,Delta Air Lines,Property Damage,Checkpoint,Computer & Accessories,1349,Approve in Full,""
LAX,Los Angeles International Airport,Air Canada,Property Damage,Checked Baggage,Audio/Video,0,Deny,""
LAX,Los Angeles International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Automobile Parts & Accessories; Clothing; Clothing; Clothing; Clothing; Clothing,0,Deny,""
LAX,Los Angeles International Airport,UAL,Property Damage,Checked Baggage,Sporting Equipment & Supplies,0,Deny,""
LAX,Los Angeles International Airport,Delta Air Lines,Passenger Property Loss,Checkpoint,Jewelry & Watches,0,Deny,""
LAX,Los Angeles International Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,Computer & Accessories,0,Deny,""
LAX,Los Angeles International Airport,Alaska Airlines,Passenger Property Loss,Checked Baggage,Jewelry & Watches,0,Deny,""
LAX,Los Angeles International Airport,Delta Air Lines,Property Damage,Checked Baggage,Cosmetics & Grooming,0,Deny,""
LAX,Los Angeles International Airport,Volaris Airlines,Passenger Property Loss,Checked Baggage,Outdoor Items,0,Deny,""
LAX,Los Angeles International Airport,UAL,Property Damage,Checkpoint,Personal Accessories; Personal Electronics,85,Settle,""
LAX,Los Angeles International Airport,UAL,Property Damage,Checkpoint,Personal Electronics,0,Deny,""
LAX,Los Angeles International Airport,UAL,Property Damage,Checked Baggage,Hunting & Fishing Items,575,Approve in Full,""
LAX,Los Angeles International Airport,Delta Air Lines,Property Damage,Checkpoint,Computer & Accessories,755,Approve in Full,""
LAX,Los Angeles International Airport,American Airlines,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny,""
LAX,Los Angeles International Airport,Delta Air Lines,Property Damage,Checked Baggage,Medical/Science,30,Settle,""
LAX,Los Angeles International Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,Personal Accessories,180.83,Approve in Full,""
LAX,Los Angeles International Airport,Virgin Express,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny,""
LAX,Los Angeles International Airport,Alaska Airlines,Property Damage,Checked Baggage,Musical Instruments & Accessories,0,Deny,""
LAX,Los Angeles International Airport,Allegiant Air,Property Damage,Checkpoint,Computer & Accessories,800,Settle,""
LAX,Los Angeles International Airport,UAL,Property Damage,Checked Baggage,Computer & Accessories,0,Deny,""
LAX,Los Angeles International Airport,Delta Air Lines,Property Damage,Checked Baggage,Computer & Accessories,326.5,Settle,""
LAX,Los Angeles International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Other,0,Deny,""
LAX,Los Angeles International Airport,Delta Air Lines,Property Damage,Checkpoint,Personal Accessories,0,Deny,""
LAX,Los Angeles International Airport,UAL,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses; Baggage/Cases/Purses; Clothing; Clothing; Clothing; Clothing; Clothing; Clothing; Clothing; Computer & Accessories; Medical/Science; Medical/Science; Medical/Science; Medical/Science; Medical/Science; Medical/Science; Medical/Science,0,Deny,""
