Response_id,Age,Education,Marital_Statu,Generation,Employment_Status,Hours_Worked,Money_Motivate,Student,Credit_Hours,Hours_Study,Exercise,Hours_Exercise,Hours_Eat_Drink,Sleep,Leisure,Phone,Blood,Life_Expectation,Energy,Children_Finance,Money_EatingOut,Smartphone_Purchase,Facebook,Instagram,SnapChat,Twitter,YouTube,LinkedIn,WhatsApp,TikTok,Pinterest,BeReal,Hours_SocialMedia,Politics
1424041,52,Some College,Never been married,Generation X (Born 1965-1980),Unemployed...seeking employment,"","",Yes,3,6,No,"",3,9,6,8,No,...better.,Very important,Worse off,16,Yes,1,0,1,1,1,1,1,1,1,0,4,Not much impact
1424063,51,Some College,Married,Generation X (Born 1965-1980),Employed Full-Time (not self-employed),40,Somewhat,Yes,6,10,No,"",2,7.5,2,1,No,...better.,Somewhat important,Better off,1,Yes,1,1,0,0,1,0,0,0,0,0,2,More
1424082,40,Some College,Divorced/Separated,Millennials (Born 1981-1995),Employed Full-Time (not self-employed),35,Sole motivating factor,Yes,12,20,Yes,5,1,6,0,1,No,...better.,Very important,Worse off,15,Yes,1,0,0,0,1,0,1,0,0,0,1,More
1424125,21,Some College,Never been married,Gen Z (Born 1996-2015),Unemployed...seeking employment,"","",No,"","",Yes,"",1,1,1,1,No,...better.,Somewhat important,Better off,1,Yes,1,0,0,0,0,0,0,0,0,0,1,More
1424139,45,Some College,Married,Generation X (Born 1965-1980),Employed Full-Time (not self-employed),40,Somewhat,Yes,6,15,No,"",8,8,4,1,No,...better.,Somewhat important,Worse off,50,Yes,0,0,0,0,0,0,0,0,0,0,0,More
1424274,20,Some College,Never been married,Gen Z (Born 1996-2015),Employed Full-Time (not self-employed),36,Somewhat,Yes,6,2,No,"",1,4,0,6,No,...better.,Extremely important,About the same,300,Yes,0,1,1,1,1,0,1,1,1,0,6,More
1424310,18,Some College,Never been married,Gen Z (Born 1996-2015),Unemployed...not seeking employment,"","",Yes,6,3,Yes,4,2,7,5,5,No,...better.,Somewhat important,Worse off,20,Yes,0,1,1,0,1,1,0,1,1,0,2,More
1424713,16,Some College,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),12,Sole motivating factor,Yes,6,12,No,"",1,8,10,3,No,...better.,Somewhat important,About the same,0,No,0,0,0,0,1,0,0,0,1,0,0,More
1424749,19,Some College,Never been married,Gen Z (Born 1996-2015),Unemployed...seeking employment,"","",Yes,6,5,Yes,2,3,7,5,8,No,...better.,Somewhat important,About the same,20,Yes,1,1,1,1,1,1,1,1,0,1,7,More
1425003,18,Some College,Never been married,Gen Z (Born 1996-2015),Employed Part-Time (not self-employed),8,Not at all,Yes,20,25,Yes,5,2.5,8,4,4,No,...better.,Somewhat important,Worse off,100,Yes,0,1,1,0,1,0,0,1,0,1,5,More
